,Earnings Yield,Dividend Yield,EPS Growth,Sales Growth,ROE,ROA,Gross Margin,Net Income Margin,Operating Margin,Price to Sales,Price to Book,MarketCap,momentum_12m,momentum_6m,momentum_3m,future_return,volatility,beta,idiosyncratic_vol,avg_volume
CBRE,0.025003981884115043,0.0,0.026,0.162,0.113479994,0.03862,0.19627,0.02706,0.04815,1.0534471,4.443265,37678645248.0,0.3335457605697134,0.06894789106799126,-0.08775244449873343,-0.10714534460997494,0.32930153420497155,1.0,0.32930153420497155,1993420.0
CDW,0.04766467406085578,1.5,-0.098,0.033,0.49043998,0.07495,0.21917999,0.05133,0.08185001,1.0536921,9.412163,22126163968.0,-0.320086829000767,-0.23093573680906387,-0.059966585024552765,-0.11315252236502993,0.28769451826980114,1.0,0.28769451826980114,1449760.0
CE,0.0,0.21,0.0,-0.077,-0.22885999,0.0275,0.23608999,-0.14805001,0.07595,0.6067501,1.2052393,6237390336.0,-0.632861171567247,-0.5211959878509602,-0.16104711904431734,-0.14045546911693674,0.34467529338580966,1.0,0.34467529338580966,3913980.0
COR,0.027318168562661393,0.85,-0.161,0.128,1.98149,0.02861,0.03265,0.00461,0.0097,0.16488355,220.76134,49991512064.0,0.10912439715141864,0.09083758081370763,0.11540720839419172,0.06183253184155424,0.26365613630364054,1.0,0.26365613630364054,1721020.0
CNC,0.10843788824152675,0.0,6.337,0.023,0.12557,0.03701,0.14583,0.02246,0.01482,0.19613369,1.0926468,28864798720.0,-0.24152766291919403,-0.2222667887723293,0.022671301691325363,0.030823699561610463,0.3481715160578335,1.0,0.3481715160578335,5116423.333333333
CNP,0.044532131179545714,2.48,0.267,0.037,0.10023,0.029649999,0.46210998,0.1179,0.21662001,2.6794808,2.1679091,23158753280.0,0.3027346748285873,0.30299346686881257,0.1369136655866996,0.09608516139524492,0.2641264255763269,1.0,0.2641264255763269,4601273.333333333
CF,0.08795511052615099,2.61,0.316,-0.03,0.18503,0.07745,0.34636003,0.20518999,0.27231002,2.188615,2.6114366,12991619072.0,-0.07216626362807155,-0.0018593313939708755,-0.141580300197639,-0.05021856029164318,0.40877498590179334,1.0,0.40877498590179334,3126110.0
CRL,0.001227782960386074,0.0,0.0,-0.011,0.0070599997,0.0434,0.34764,0.00548,0.07792,2.1598227,2.527,8747258880.0,-0.3451259741076138,-0.11980245554048241,-0.11630074611574936,0.11064930705281051,0.339070410206562,1.0,0.339070410206562,1350506.6666666667
SCHW,0.03877577585771337,1.4,0.846,0.17,0.13303,0.012209999,0.96986,0.30306998,0.43554002,7.1327343,3.6036077,139844386816.0,0.16486799323274504,0.2573911194661038,-0.06120515814298677,-0.05972188614153984,0.3412878817058082,1.0,0.3412878817058082,14243080.0
CHTR,0.09948790590195089,0.0,0.426,0.016,0.34004003,0.055609997,0.39789,0.09228,0.24609,0.9061981,3.2010126,49917919232.0,0.177949085756135,0.03678140950830988,-0.07130965396908329,-0.008630408336146478,0.3145870094122447,1.0,0.3145870094122447,1178833.3333333333
CVX,0.06190293842106156,4.36,0.515,0.086,0.11266,0.056160003,0.39525002,0.09031,0.11394,1.413572,1.82363,276449427456.0,0.0644859100577806,0.15208042480634387,0.01633449628768191,0.024929772063484235,0.2954216494319947,1.0,0.2954216494319947,7737660.0
CMG,0.022186689007183385,0.0,0.166,0.131,0.45673,0.14156,0.40535998,0.1356,0.14985,5.9933305,18.598513,67807662080.0,-0.08123953527129779,-0.11215616443586418,-0.2369986424867102,-0.12672372177014202,0.34855907735623665,1.0,0.34855907735623665,13413340.0
CB,0.07718737838163693,1.24,-0.213,0.091,0.14597,0.0301,0.2871,0.16591999,0.21369,2.1078513,1.8398833,117790941184.0,0.1447624326555701,0.02532463710142263,0.06775256735001856,0.10899001521331209,0.23501838233374817,1.0,0.23501838233374817,1689630.0
CHD,0.021723189391715074,1.08,0.226,0.035,0.14247,0.083380006,0.45686,0.09584,0.16226,4.3941193,6.151677,26835326976.0,0.04621642686408367,0.059284251971478685,0.036182295327810365,0.032563770039381934,0.21110698251590673,1.0,0.21110698251590673,1658273.3333333333
CI,0.0387024612830253,1.93,0.468,0.284,0.086260006,0.03925,0.10507,0.0139,0.03496,0.346526,2.0877955,85633851392.0,-0.08730134568459069,-0.12815183894012672,0.06940538531203244,0.07430131065906798,0.30230569682405994,1.0,0.30230569682405994,1892653.3333333333
CINF,0.09986932099348003,2.39,-0.658,-0.244,0.17608,0.052529998,0.2678,0.20216998,0.19385,2.0073233,1.6317987,22757023744.0,0.25429872366204487,0.08856374343459228,-0.03600850003551126,0.08767862183921205,0.2840884880052318,1.0,0.2840884880052318,885556.6666666666
CTAS,0.02152043138995947,0.81,0.211,0.078,0.41325,0.15269,0.49617,0.17227,0.23085,7.8285394,18.12406,77819420672.0,0.26227881463692504,-0.060510780964841526,-0.08420253315355497,-0.05573630710793309,0.2638733180604632,1.0,0.2638733180604632,1669133.3333333333
CSCO,0.037685950014561855,2.71,-0.061,0.094,0.20019,0.065560006,0.65132004,0.16958,0.22320999,4.4426785,5.2847657,240686546944.0,0.24544714445431026,0.23720574582511533,0.03963581931640414,-0.032464398191688226,0.2482185436048919,1.0,0.2482185436048919,20777740.0
C,0.08650770472221338,3.26,0.0,0.137,0.06176,0.0053899996,0.0,0.17771,0.23486,1.8162707,0.67683524,129614528512.0,0.23191721637519924,0.2187410839039241,-0.03757255331625864,-0.15368522677101804,0.3291473589723998,1.0,0.3291473589723998,15721920.0
CFG,0.07444717297469351,4.13,1.458,0.004,0.0621,0.0068699997,0.0,0.21188,0.27851,2.498084,0.80982137,17791354880.0,0.23571271800924132,0.04429374817211462,-0.11190630736696028,-0.11828420932672001,0.3793305877061607,1.0,0.3793305877061607,4366393.333333333
CLX,0.02487088899749177,3.32,1.056,-0.153,2.7610598,0.11265001,0.44507998,0.063779995,0.13879,2.530166,-441.92194,18128640000.0,-0.029524683062503998,-0.09414011775651165,-0.0993909765013562,-0.010023479956632775,0.2329497094630472,1.0,0.2329497094630472,1780600.0
CME,0.03738209593486903,4.18,0.072,0.06,0.13249,0.01842,1.0,0.57608,0.6254,15.184871,3.5120018,92935962624.0,0.23383094570805318,0.23195987465917867,0.13708419902641733,0.04418024113857233,0.24013608523077276,1.0,0.24013608523077276,2133333.3333333335
CMS,0.04576061742421539,2.98,-0.161,0.02,0.11225,0.02981,0.42701,0.13347,0.23479,2.8933215,2.715805,21743310848.0,0.2770724927178043,0.06621311208043212,0.09758119482165784,0.05449853241971048,0.20785196818640972,1.0,0.20785196818640972,2393436.6666666665
KO,0.035569691108889745,2.95,0.115,0.064,0.39549,0.09017,0.61063,0.2259,0.25814,6.320673,11.969541,297457188864.0,0.17470910368648584,-0.007720891110849837,0.11223453200045075,0.013977206223187766,0.1787892018295405,1.0,0.1787892018295405,19385566.666666668
CTSH,0.05700201980956993,1.57,-0.012,0.068,0.16211,0.09838,0.34342998,0.11350001,0.15742,1.9828749,2.7182465,39134019584.0,0.04337971004869079,0.0444556640859477,-0.022875662111741746,-0.0986450320042026,0.2810056261434146,1.0,0.2810056261434146,4485956.666666667
CL,0.039078157213224066,2.23,0.034,-0.001,4.06262,0.16377,0.60599,0.14372,0.2093,3.6262956,344.1379,72892162048.0,0.0288460689759078,-0.1463160096833479,-0.026204877277311245,0.035627766842967645,0.19158580528159674,1.0,0.19158580528159674,5249930.0
CMCSA,0.11685012720889099,3.73,0.543,0.021,0.18707001,0.054840002,0.70075,0.13086,0.15648,1.0826837,1.5684625,133961539584.0,-0.15530622343723322,-0.08431741991737551,-0.10027972640363059,0.015186210777207831,0.2545748650805937,1.0,0.2545748650805937,29269210.0
CAG,0.04015594642104506,5.46,-0.013,-0.004,0.055159997,0.05468,0.27472,0.041300002,0.13289,1.0263611,1.3911487,12243257344.0,-0.05020995620777169,-0.17114978425096783,-0.062278164211094666,0.035945047714913914,0.2573091107462881,1.0,0.2573091107462881,6017030.0
COP,0.07892875369761479,3.15,-0.247,-0.031,0.16209,0.08403,0.49047002,0.16377,0.26288,2.2303278,1.9483715,125902004224.0,-0.13381281741343198,-0.023809151054877686,-0.02384809162431145,0.013749616411746324,0.3840695793053943,1.0,0.3840695793053943,8935300.0
ED,0.04924348950594155,3.2,-0.079,0.065,0.08442,0.029979998,0.53533,0.1193,0.28891,2.4626632,1.6793182,37570392064.0,0.22939847287872284,0.047385750737100496,0.15755259059285986,0.13527544611301234,0.20953529416468344,1.0,0.20953529416468344,3106340.0
STZ,0.020680526645328226,2.23,0.228,-0.003,0.08326,0.09056,0.51529,0.067389995,0.33058998,3.218524,4.1913414,32776484864.0,-0.29962982520866166,-0.27226060564752286,-0.2396199469983057,0.12592361623724613,0.2601415639356552,1.0,0.2601415639356552,3036810.0
CEG,0.054883115429070706,0.72,0.0,-0.071,0.30115,0.05151,0.25416002,0.15907,0.16481,2.8733397,5.1459684,67718864896.0,0.2983591766421483,0.14360743273087384,-0.0834101900580545,-0.3089064254415793,0.4886848394536477,1.0,0.4886848394536477,4387836.666666667
COO,0.02548633210061892,0.0,0.271,0.036,0.05251,0.03797,0.67,0.10574,0.18866,4.134022,1.9976879,16240506880.0,-0.20652597951929452,-0.2539040899749925,-0.18190972784701376,-0.11717389977496606,0.26515895339310386,1.0,0.26515895339310386,1993426.6666666667
CPRT,0.028300095343021213,0.0,0.212,0.14,0.19184999,0.12133,0.45533,0.32272997,0.36638,11.287228,6.12708,50864795648.0,-0.06399997287326387,0.06428138723887789,-0.15908000299277958,-0.1079294964838794,0.2680124795911764,1.0,0.2680124795911764,4648646.666666667
GLW,0.012406416846921566,2.4,0.0,0.169,0.051620003,0.03083,0.34205002,0.03857,0.12595999,3.052627,3.7361145,40044363776.0,0.46599786689685163,0.12996103898019795,-0.01283483738584279,-0.09596848674407277,0.29518849527225116,1.0,0.29518849527225116,5436743.333333333
CPAY,0.04128929114751404,0.0,-0.011,0.104,0.31228,0.06565,0.78134,0.25254,0.44182998,5.9715943,7.5928707,23734632448.0,0.1302311364855404,0.10480359716437304,-0.07435620451626712,-0.08060309336353977,0.3114732989492549,1.0,0.3114732989492549,534153.3333333334
CTVA,0.020394516836254893,1.14,0.0,0.073,0.035,0.02911,0.43642,0.053639997,0.046,2.4254766,1.7240186,41009958912.0,0.09402091381484246,0.07982380672284983,0.003377511122508947,-0.033485274097390993,0.34049273995119644,1.0,0.34049273995119644,3914260.0
CSGP,0.004318556786689724,0.0,-0.382,0.108,0.01863,0.00032000002,0.79587996,0.05069,0.05639,12.1355915,4.2681346,33205403648.0,-0.10340501599036334,0.009747365965522947,0.014823427413462209,0.07451899773471427,0.31321774368514765,1.0,0.31321774368514765,3960696.6666666665
COST,0.018995044382870953,0.51,0.026,0.09,0.32894,0.087349996,0.12675,0.028859999,0.036340002,1.518649,15.681893,401053941760.0,0.23790189448872212,-0.009736127332454991,-0.09025049060096635,-0.15134446160622084,0.21742411951498125,1.0,0.21742411951498125,2339730.0
CTRA,0.054288816503800214,3.18,-0.278,-0.035,0.08565,0.04121,0.72979,0.21377,0.23487,4.0262184,1.5476389,21113491456.0,0.06996907624105897,0.23289497111572066,0.09881849952678845,0.010705777409387718,0.3704469071409571,1.0,0.3704469071409571,6181703.333333333
CRWD,0.0,0.0,0.0,0.252,-0.00587,-0.0046900003,0.74921995,-0.00487,-0.021259999,22.177464,26.735317,87681351680.0,0.06492148915338425,0.3758653323763008,-0.02544291770141438,-0.18612387231079774,0.5766312600427282,1.0,0.5766312600427282,4608910.0
CCI,0.0,6.06,0.0,-0.015,0.20527,0.03745,0.72152,0.18626,0.35294,6.804066,8.478028,44859207680.0,0.011546624410141426,-0.09249064586510714,0.07518536052211289,0.16958907202802043,0.24963762090350955,1.0,0.24963762090350955,2814353.3333333335
CSX,0.05964678130459917,1.73,-0.148,-0.038,0.28336,0.07967,0.48652,0.23865,0.35377,3.9104226,4.5607905,56857546752.0,-0.1940567002282516,-0.09621675380977279,-0.10346998556561127,-0.08467877943386959,0.28380002667346693,1.0,0.28380002667346693,14601940.0
CMI,0.08818775313743366,2.26,0.0,-0.011,0.38356,0.07453,0.25075,0.11571,0.11708,1.2969221,4.3035064,44227637248.0,0.21633319848604882,0.09279459210324159,-0.1267582625635093,-0.1133440406963907,0.270094791296805,1.0,0.270094791296805,994183.3333333334
CVS,0.05572472964311543,4.05,-0.178,0.036,0.0602,0.01993,0.13287,0.01245,0.01957,0.22341295,1.0952508,82809348096.0,-0.08533088509507814,0.16905875916916369,0.28506047113162314,0.03891172155920586,0.27999704388832714,1.0,0.27999704388832714,10408983.333333334
DHR,0.025102020888395665,0.61,0.035,0.021,0.075679995,0.03976,0.59606,0.16330999,0.22469,6.308607,3.058813,150617997312.0,-0.1711417485794211,-0.22495421631359425,-0.10371146676094822,0.04233857516806716,0.30660247806630564,1.0,0.30660247806630564,5188033.333333333
DRI,0.04699177235155428,3.01,0.032,0.06,0.50926995,0.07062,0.21399,0.090100005,0.10107,1.8816807,10.52575,21788170240.0,0.10323089253332696,0.19290684259789548,0.11671394216652398,-0.045274843057153014,0.3570173848731952,1.0,0.3570173848731952,1192446.6666666667
DVA,0.07479958013499678,0.0,0.909,0.047,0.5174,0.071490005,0.32906,0.073060006,0.13741,0.8954746,95.37899,11475999744.0,0.03746288070964465,-0.0900152403980411,-0.07749198104024313,-0.16598838983580122,0.32231185874817686,1.0,0.32231185874817686,1166176.6666666667
DAY,0.0019859180931119146,0.0,-0.794,0.164,0.00732,0.00698,0.5071,0.01028,0.052020002,4.9807568,3.4588485,8766132224.0,-0.18146888002920525,-0.05735192355595753,-0.29250225134864094,-0.14534791735532515,0.4457805986654861,1.0,0.4457805986654861,2192906.6666666665
DECK,0.05190428248220604,0.0,0.19,0.171,0.39797002,0.19806999,0.57791,0.19137,0.31047,3.6584156,6.8462653,18012538880.0,-0.23239117885864735,-0.22526740025326342,-0.4209319245067026,-0.22950073852024522,0.40131729356527185,1.0,0.40131729356527185,4089773.3333333335
DE,0.047308903961505694,1.36,-0.488,-0.302,0.27745,0.0496,0.2858,0.12993,0.1126,2.708185,5.7653766,129600192512.0,0.2793772664647034,0.2429463893417525,0.0698583436256135,0.0019724744968563357,0.297472462983688,1.0,0.297472462983688,1600326.6666666667
DELL,0.0666875754444877,2.2,0.356,0.072,0.0,0.04817,0.22236,0.048049998,0.090220004,0.69845694,-45.31975,66749440000.0,-0.11722663057756921,-0.14048568818232232,-0.1907222748991344,-0.15276302054301671,0.39787335281891134,1.0,0.39787335281891134,8758323.333333334
DAL,0.11401069443115902,1.28,-0.593,0.094,0.26191,0.05046,0.21858,0.05608,0.12077,0.489897,1.9630485,30198722560.0,0.07619935559227997,0.06171731235270639,-0.2617528024098149,-0.29347309483481243,0.40004299354980183,1.0,0.40004299354980183,10548550.0
DVN,0.13198264058724885,2.78,-0.461,0.176,0.21857001,0.093100004,0.52831,0.19056,0.22400999,1.4769981,1.5516235,22407538688.0,-0.24025360908003923,-0.11491255912749487,0.007563505344147403,0.024349387448210358,0.5140554173049663,1.0,0.5140554173049663,9846883.333333334
DXCM,0.020087705735520083,0.0,-0.391,0.076,0.27628002,0.05883,0.60456,0.14287,0.16965,6.849411,13.134523,27623673856.0,-0.4631682383560184,0.027172373654088755,-0.12153595912684911,-0.1571479655843091,0.4862768988859849,1.0,0.4862768988859849,4068770.0
FANG,0.10339547642722723,4.13,-0.314,0.661,0.1292,0.06336,0.75731003,0.31607,0.42205003,4.1164694,1.1581999,43474034688.0,-0.17163742763877077,-0.110320134489023,-0.07712028732585685,-0.027016760485571,0.49186923880735733,1.0,0.49186923880735733,2853460.0
DLR,0.010769333740629534,3.28,14.865,0.045,0.02664,0.0089,0.53648996,0.110860005,0.16068001,9.370427,2.426861,50926678016.0,0.07356821685083781,-0.053144649806771804,-0.19450028607460312,-0.0820826850023545,0.2783135488944251,1.0,0.2783135488944251,2570670.0
DFS,0.10787775120628901,1.7,2.51,0.566,0.28202,0.030299999,0.94346,0.34887,0.51278996,3.1793704,2.4472585,41328635904.0,0.3282554182681803,0.2803513259823849,-0.07519681917566567,-0.12660207301061166,0.38903651178691745,1.0,0.38903651178691745,2003036.6666666667
DG,0.0646671748644382,2.99,-0.522,0.045,0.15890001,0.0346,0.29591,0.027709998,0.02855,0.42791343,2.344181,17378551808.0,-0.48874547994788986,-0.0361641239666084,-0.0022616782330665552,0.07058663130745568,0.29957614887839606,1.0,0.29957614887839606,3903456.6666666665
DLTR,0.0,0.0,0.115,0.035,-0.12552,0.045229997,0.31337,-0.03344,0.04405,0.44468454,1.817977,13882917888.0,-0.49727457966740785,-0.04904996112818394,-0.09870166083926324,-0.1000836425840188,0.34988057896199626,1.0,0.34988057896199626,3249256.6666666665
D,0.04023408836355329,4.88,0.0,-0.038,0.06489,0.02706,0.47617,0.1469,0.34735,3.2222211,1.7739425,46590095360.0,0.19306876467819012,-0.021325481561137116,0.019613971680064957,-0.010648104019330917,0.23111090196935513,1.0,0.23111090196935513,5061263.333333333
DPZ,0.039217070406406505,1.64,0.301,0.031,0.0,0.32209,0.28443,0.12412,0.18064,3.101323,-3.7701983,14596116480.0,-0.04308405224602474,0.06028976965274979,-0.06262825891062085,-0.09365498926975868,0.3008489526542356,1.0,0.3008489526542356,697963.3333333334
DOV,0.05570277489500445,1.14,3.939,0.013,0.23216,0.06764,0.38686,0.3482,0.17413999,3.2090402,3.5742614,24856934400.0,0.03316752962748004,-0.024694524632290493,-0.0973361084231611,-0.09670757453031797,0.2664190573562614,1.0,0.2664190573562614,1012386.6666666666
DOW,0.04246686448581481,7.57,0.0,-0.02,0.06499,0.024330001,0.108950004,0.025980001,0.04421,0.60730135,1.4988244,26092095488.0,-0.32313032522201846,-0.2388421813137045,-0.09262887779360673,-0.01578927057542745,0.3555314018246001,1.0,0.3555314018246001,7754540.0
DHI,0.11153179665567446,1.26,-0.074,-0.015,0.19167,0.10932,0.24395001,0.12685001,0.14044,1.1086528,1.6144971,40674697216.0,-0.17564306288987186,-0.32494060383648604,-0.17260856840384275,-0.007592964545621306,0.34880163694151234,1.0,0.34880163694151234,3955716.6666666665
DTE,0.050125685142927374,3.22,-0.302,0.012,0.123380005,0.028299998,0.34824002,0.11271,0.16996999,2.253262,2.395254,28068884480.0,0.26212065025618236,0.10531787462576103,0.1279889837695367,0.08913754608107527,0.22358525365652462,1.0,0.22358525365652462,1305356.6666666667
DUK,0.047535798853598155,3.48,0.196,0.027,0.09077,0.027309999,0.50762004,0.15113,0.28667998,3.118056,1.8963423,93335887872.0,0.3064498141356482,0.05533607885878378,0.10623041008399814,0.041778617968539544,0.20592352231388816,1.0,0.20592352231388816,3980413.3333333335
DD,0.022960177638302354,2.13,0.0,0.067,0.03207,0.03112,0.3659,0.056760002,0.15556,2.601921,1.3800079,32227395584.0,0.06467840660601021,-0.0320732764079249,-0.05433320567635547,-0.05236696773448113,0.3054713039934587,1.0,0.3054713039934587,2714340.0
EMN,0.08421168223193295,3.65,0.079,0.017,0.15955,0.057919998,0.24483,0.09646,0.16214001,1.1180454,1.8143065,10489501696.0,0.021632559868607126,-0.062056716553703484,-0.06670869513110089,-0.0923906572947063,0.2994631823466598,1.0,0.2994631823466598,1084216.6666666667
ETN,0.032389906061498844,1.42,0.043,0.046,0.20201999,0.07605,0.38198003,0.1525,0.1984,4.6263814,6.239719,115095117824.0,-0.01308782799581476,-0.029480709780493997,-0.18872100140761494,-0.05250425737343989,0.2861054142098404,1.0,0.2861054142098404,3994540.0
EBAY,0.06050857578968381,1.78,-0.003,0.007,0.34291,0.06874,0.71992993,0.19206,0.18573,2.9583273,5.961099,30420480000.0,0.26872353560760764,0.042299193338157126,0.038087480342607005,-0.034795672521031995,0.3012017183741055,1.0,0.3012017183741055,5306936.666666667
ECL,0.029407076871863367,1.04,0.0,0.178,0.25287,0.07545,0.43497002,0.13419,0.14715,4.511729,10.69827,71020929024.0,0.12539205373444684,0.005968192353219992,0.025089294545819874,-0.04224704086173636,0.25081314168950947,1.0,0.25081314168950947,1466426.6666666667
EIX,0.05807017141443548,5.81,-0.107,0.075,0.07197,0.02892,0.51992,0.07296,0.2244,1.2470236,1.5756303,21946368000.0,-0.1464897294018257,-0.3130772872456382,-0.29384530143813103,0.08200454954059255,0.27093716918198235,1.0,0.27093716918198235,5304633.333333333
EW,0.03377110478758431,0.0,0.071,0.094,0.16636999,0.082559995,0.79456,0.76746005,0.25538,7.488849,4.079002,40735592448.0,-0.2543850135802894,0.017026327739227742,-0.06123827113634883,-0.08612501721946908,0.3296032673305462,1.0,0.3296032673305462,4374323.333333333
EA,0.028332491763886306,0.55,0.037,-0.032,0.14038,0.07121,0.79379,0.14278,0.20074,4.92042,4.894668,36150325248.0,0.018169235078787205,-0.039236728692914724,-0.152572170506171,0.05901019086999271,0.28901437594460927,1.0,0.28901437594460927,4564520.0
ELV,0.061006317509209665,1.62,-0.502,0.066,0.14774,0.05091,0.27851,0.03382,0.02172,0.54126775,2.3176835,95701549056.0,-0.16190263585123954,-0.22243396978615437,0.09634125084540379,0.09605698424970965,0.2921012085888418,1.0,0.2921012085888418,1539653.3333333333
EMR,0.031716251695986915,1.89,3.199,0.014,0.07704,0.04448,0.52444,0.13738,0.19400999,3.596429,3.0804162,63117332480.0,0.03269343069392794,0.11230532424578588,-0.14110447154780925,-0.09715939371188387,0.2784697917704622,1.0,0.2784697917704622,2950046.6666666665
ENPH,0.012902115392133349,0.0,2.48,0.265,0.11302,0.01705,0.4729,0.07716,0.16775998,5.7882123,9.243123,7700539392.0,-0.508081560727386,-0.4507228568235968,-0.21689346033573242,-0.0489201229715619,0.8070302470657841,1.0,0.8070302470657841,4890510.0
ETR,0.0288269232393517,2.82,-0.716,0.006,0.069520004,0.028369999,0.48303002,0.08886,0.24063998,3.0792816,2.420471,36580798464.0,0.7458881982359957,0.39712532146818313,0.15787658008948235,0.026201378615567927,0.23984495406537976,1.0,0.23984495406537976,3940320.0
EOG,0.09078437793318651,3.15,-0.348,-0.064,0.22294001,0.1112,0.61619,0.27271998,0.28503,2.923695,2.352539,68642512896.0,0.039671257238919067,0.06326823736565412,-0.021625629410041647,-0.03818688535229642,0.39800084743871356,1.0,0.39800084743871356,3374303.3333333335
EPAM,0.04290483219104938,0.0,0.083,0.079,0.12798999,0.08299,0.30729,0.096140005,0.1486,2.1986663,2.8633435,10395162624.0,-0.3969107837978739,-0.09673755328224998,-0.27774705246031994,-0.3104267992692088,0.4430537370251009,1.0,0.4430537370251009,795713.3333333334
EQT,0.008872239047930676,1.24,-0.386,0.313,0.0124,0.00661,0.58104,0.04573,0.39369,6.010011,1.4697616,30302210048.0,0.5156492930530967,0.5546391429524542,0.11606916367488473,-0.02863408252144739,0.49140330675811855,1.0,0.49140330675811855,8582903.333333334
EFX,0.020515429654643258,0.66,0.314,0.07,0.12642999,0.05599,0.56544995,0.10634,0.22742,5.150366,6.0984874,29259741184.0,-0.0933217120592631,-0.20520192763523348,-0.10062393956682669,-0.07099370261685756,0.29365528383696415,1.0,0.29365528383696415,1206583.3333333333
EQIX,0.010099321780045861,2.24,0.0,0.069,0.062459998,0.02971,0.48873,0.09328,0.17671,9.331929,6.024178,81533067264.0,-0.014134436542974083,-0.026223371478014457,-0.1351051163821263,-0.09961964978547277,0.2683345180972935,1.0,0.2683345180972935,618993.3333333334
EQR,0.0394545970109434,3.92,0.342,0.054,0.09247,0.026659999,0.63271,0.34758,0.27713,9.053692,2.3723333,26980978688.0,0.13205474591827304,-0.09270370881706935,-0.04376704884150151,-0.02860361764661612,0.247767983243642,1.0,0.247767983243642,1696130.0
ERIE,0.027186677484064392,1.3,0.373,0.13,0.32893002,0.16552,0.17824,0.15818,0.19745001,5.80793,11.091435,22041761792.0,0.04643610674444587,-0.1702700217099351,0.03823164043394578,0.10823960199094396,0.27723196522450466,1.0,0.27723196522450466,183223.33333333334
ESS,0.03908341878922852,3.48,2.925,0.176,0.14262,0.02846,0.68847,0.40683997,0.30586,11.166449,3.4248135,20352593920.0,0.2623821179744821,-0.032752614634951716,-0.0015969263660164934,0.015804683305796985,0.2555784933108155,1.0,0.2555784933108155,479903.3333333333
EL,0.0,2.1,0.0,-0.064,-0.1299,0.043470003,0.73155,-0.046129998,0.11512999,1.576716,5.73943,23928240128.0,-0.5693222981743402,-0.2023941233242006,-0.1770426384898126,-0.03171669016232104,0.3293084788934463,1.0,0.3293084788934463,4665153.333333333
EG,0.08860759717993917,2.23,0.0,0.206,0.10141,0.01856,0.09676,0.07979,-0.18383,0.89485955,1.1115243,15398744064.0,-0.05701122063613662,-0.0488220639898308,-0.010183530783085204,0.08166963684927309,0.26427863048125566,1.0,0.26427863048125566,456446.6666666667
EVRG,0.056189772641008655,3.96,0.358,0.059,0.090050004,0.02868,0.51897,0.14939,0.17368999,2.6532085,1.5582405,15514105856.0,0.3691650178947028,0.14076093688709035,0.09429533588616756,0.02576798245771794,0.23056187543217618,1.0,0.23056187543217618,2458373.3333333335
ES,0.03697670748451452,4.9,0.0,0.103,0.05549,0.03061,0.51692003,0.0682,0.22576,1.8920504,1.4964776,22516930560.0,0.08781795467225773,-0.05810015883456232,0.0485276196413289,0.040397068764258304,0.2350298271794021,1.0,0.2350298271794021,3339676.6666666665
EXC,0.05544240991744958,3.62,0.033,0.019,0.0934,0.02545,0.40842,0.10682999,0.19905001,1.9289851,1.6496807,44420669440.0,0.24270779080414018,0.1302209386845148,0.2133069769107936,0.03989656101367833,0.24437067024056047,1.0,0.24437067024056047,8100616.666666667
EXPE,0.05520942314434227,0.99,1.394,0.103,0.43832,0.04724,0.8946,0.090129994,0.11181,1.5257474,13.409712,20889008128.0,0.2004893014600737,0.22863582398657023,-0.1463018031653085,-0.1982122103115066,0.4224245061698229,1.0,0.4224245061698229,2500673.3333333335
EXPD,0.0496743350593509,1.27,0.554,0.297,0.35157,0.14029,0.13302,0.07642,0.10191,1.4993975,7.148622,15894384640.0,-0.04003831211705611,-0.04307595253719321,-0.043604650610170936,0.03701369395231002,0.23538259539844694,1.0,0.23538259539844694,1577866.6666666667
EXR,0.02779501841003044,4.47,0.143,0.033,0.05947,0.032899998,0.85069,0.25605,0.42952,9.614964,2.2037635,32093827072.0,0.03307446489402799,-0.15663068185348272,-0.07126991876355226,-0.05275241727416069,0.26584506241077605,1.0,0.26584506241077605,1380710.0
XOM,0.07006255675504988,3.54,-0.099,-0.02,0.14515,0.062459998,0.30733,0.09889,0.085159995,1.4257057,1.8471442,485549768704.0,0.05612218189275486,0.023362698609835864,0.008764453531703964,0.04238475189969093,0.2783440086156365,1.0,0.2783440086156365,16176156.666666666
FFIV,0.03832965496411195,0.0,0.216,0.107,0.19513,0.07897,0.80561996,0.20583001,0.28233,5.2357645,4.7152457,15131421696.0,0.3544225054619976,0.27438696452633415,0.009189772228828774,-0.1549903853910214,0.2887353110457767,1.0,0.2887353110457767,588716.6666666666
FDS,0.0320018299926463,0.95,0.013,0.049,0.29174,0.11158,0.5429,0.24157,0.3425,7.451605,8.34623,16613405696.0,-0.08432503142401149,-0.002492323072134206,-0.1064986029191235,-0.03601539229033246,0.2507411650369488,1.0,0.2507411650369488,274193.3333333333
FICO,0.012100671780894589,0.0,0.279,0.152,0.0,0.28855,0.80169,0.30656,0.40805,24.779615,-38.654327,43994595328.0,0.4447513300581232,-0.03339272915668445,-0.18039207468220475,0.018382825493833188,0.34760877850707156,1.0,0.34760877850707156,220606.66666666666
FAST,0.026574541589157584,2.29,-0.034,0.037,0.33039,0.20604,0.45082,0.15248,0.18898001,5.7193117,11.9308815,43157925888.0,0.025629511409626327,0.08975227457065471,-0.04498997936817695,0.0214441072816296,0.26570856237284207,1.0,0.26570856237284207,3328546.6666666665
